numbers_of_terms,numbers_of_modes,maximum_lengths_of_terms,maximum_bosonic_occupations,circuit_types,numbers_of_qubits,nonclifford_rotation_counts,left_elbow_counts,right_elbow_counts,rescaling_factors
1053,5,2,3,USP,46,1724,2443,2115,200618.84580447522
1053,5,2,3,ASP,45,2092,2443,2115,31022.19044789691
1579,5,2,3,USP,46,2190,3106,2691,274025.6502229445
1579,5,2,3,ASP,45,2384,3106,2691,43785.47251805504
2106,5,2,3,USP,46,2386,3442,2975,234897.37740842486
2106,5,2,3,ASP,45,2476,3442,2975,42928.116842277595
2632,5,2,3,USP,46,2494,3582,3095,329982.78982616717
2632,5,2,3,ASP,45,2544,3582,3095,48546.40584173955
3158,5,2,3,USP,46,2608,3725,3223,308581.141714719
3158,5,2,3,ASP,45,2628,3725,3223,52380.21883231328
3684,5,2,3,USP,46,2614,3752,3245,242951.37383512827
3684,5,2,3,ASP,45,2624,3752,3245,52463.07309577871
4211,5,2,3,USP,48,2694,3862,3341,571641.4049187922
4211,5,2,3,ASP,47,3700,3862,3341,52700.3043986136
4737,5,2,3,USP,48,2722,3874,3355,673862.8553826117
4737,5,2,3,ASP,47,3732,3874,3355,58258.42903034926
5263,5,2,3,USP,48,2714,3895,3369,720308.6554130403
5263,5,2,3,ASP,47,3710,3895,3369,54443.868932877456
5789,5,2,3,USP,48,2762,3949,3417,776077.1651197796
5789,5,2,3,ASP,47,3746,3949,3417,60530.81726716954
6316,5,2,3,USP,48,2784,3970,3437,780885.9981198708
6316,5,2,3,ASP,47,3766,3970,3437,58614.975340879195
6842,5,2,3,USP,48,2786,3975,3441,685216.4007134367
6842,5,2,3,ASP,47,3766,3975,3441,61687.57520859593
7368,5,2,3,USP,48,2784,3970,3437,660400.1266668176
7368,5,2,3,ASP,47,3766,3970,3437,57030.56059725681
7894,5,2,3,USP,48,2760,3954,3421,704139.2916876905
7894,5,2,3,ASP,47,3742,3954,3421,56502.58720269889
8421,5,2,3,USP,48,2786,3975,3441,784257.7373342288
8421,5,2,3,ASP,47,3766,3975,3441,63197.041103477866
8947,5,2,3,USP,48,2786,3975,3441,773339.5859061306
8947,5,2,3,ASP,47,3766,3975,3441,61541.477920483
9473,5,2,3,USP,48,2786,3975,3441,797398.0773288315
9473,5,2,3,ASP,47,3766,3975,3441,61534.436608117576
10000,5,2,3,USP,48,2788,3980,3445,747908.7925268982
10000,5,2,3,ASP,47,3766,3980,3445,56858.57735300253
1,5,3,3,USP,29,4,10,9,396.7655527553537
1,5,3,3,ASP,28,4,10,9,198.38277637767686
527,5,3,3,USP,47,2054,2890,2547,376021.329257823
527,5,3,3,ASP,46,2392,2890,2547,37129.79263302788
1053,5,3,3,USP,49,3464,5041,4436,741494.3759655498
1053,5,3,3,ASP,48,4302,5041,4436,63473.13358824981
1579,5,3,3,USP,49,5096,7254,6419,748163.6561345924
1579,5,3,3,ASP,48,5474,7254,6419,90837.97159995044
2106,5,3,3,USP,49,6310,8943,7923,815409.2205541971
2106,5,3,3,ASP,48,6318,8943,7923,111818.06794344846
2632,5,3,3,USP,51,7474,10624,9420,1615057.0528097916
2632,5,3,3,ASP,50,9160,10624,9420,138314.36922497678
3158,5,3,3,USP,51,8500,12020,10671,1550395.4327101142
3158,5,3,3,ASP,50,9898,12020,10671,156539.65167556872
3684,5,3,3,USP,51,9780,13807,12264,1731135.1208279082
3684,5,3,3,ASP,50,10790,13807,12264,187655.71249084926
4211,5,3,3,USP,51,10420,14736,13099,1529194.8331923797
4211,5,3,3,ASP,50,11240,14736,13099,199997.13131591884
4737,5,3,3,USP,51,11632,16394,14585,1597297.6631517187
4737,5,3,3,ASP,50,12110,16394,14585,219872.42372683133
5263,5,3,3,USP,51,12438,17585,15653,1631791.2838541262
5263,5,3,3,ASP,50,12670,17585,15653,230759.32686727776
5789,5,3,3,USP,51,13196,18650,16602,1618437.2206625673
5789,5,3,3,ASP,50,13196,18650,16602,247888.01067880678
6316,5,3,3,USP,53,14160,20117,17903,4721575.54734304
6316,5,3,3,ASP,52,17924,20117,17903,265315.25756866136
6842,5,3,3,USP,53,14962,21062,18766,3940150.3258766076
6842,5,3,3,ASP,52,18562,21062,18766,284545.471535819
7368,5,3,3,USP,53,15296,21764,19378,3447777.423054761
7368,5,3,3,ASP,52,18716,21764,19378,291202.8587938456
7894,5,3,3,USP,53,16168,22797,20338,4507832.233748725
7894,5,3,3,ASP,52,19442,22797,20338,312312.07710385567
8421,5,3,3,USP,53,16922,23956,21350,4324524.329681576
8421,5,3,3,ASP,52,19902,23956,21350,333855.42526193865
8947,5,3,3,USP,53,17926,25258,22542,6243760.125864552
8947,5,3,3,ASP,52,20686,25258,22542,356616.3037929772
9473,5,3,3,USP,53,18176,25741,22960,3282262.264089906
9473,5,3,3,ASP,52,20806,25741,22960,347743.9949981651
10000,5,3,3,USP,53,19008,26694,23833,4336106.738636955
10000,5,3,3,ASP,52,21478,26694,23833,364887.55957532837
1,5,4,3,USP,24,4,11,10,339.497936749559
1,5,4,3,ASP,23,4,11,10,169.7489683747795
527,5,4,3,USP,48,2828,3922,3509,403747.05527005624
527,5,4,3,ASP,47,3026,3922,3509,47480.38931690174
1053,5,4,3,USP,50,5144,7254,6485,1585538.3946360121
1053,5,4,3,ASP,49,5654,7254,6485,98914.87018096466
1579,5,4,3,USP,52,7096,10070,9016,2671948.7453637775
1579,5,4,3,ASP,51,9084,10070,9016,130584.27811016662
2106,5,4,3,USP,52,9092,12820,11492,2038800.6384549874
2106,5,4,3,ASP,51,10532,12820,11492,170530.83394532395
2632,5,4,3,USP,52,11232,15902,14261,2851083.126040707
2632,5,4,3,ASP,51,12046,15902,14261,222229.87485278165
3158,5,4,3,USP,53,13362,18837,16936,2770368.488958317
3158,5,4,3,ASP,52,13656,18837,16936,257044.76417093695
3684,5,4,3,USP,55,14774,20842,18730,5948187.956278089
3684,5,4,3,ASP,54,18742,20842,18730,295914.18164412846
4211,5,4,3,USP,55,16660,23447,21103,4610574.117817583
4211,5,4,3,ASP,54,20164,23447,21103,326044.9852109418
4737,5,4,3,USP,55,18164,25697,23115,5889693.466682201
4737,5,4,3,ASP,54,21192,25697,23115,356914.8577086597
5263,5,4,3,USP,55,20744,29261,26365,6243088.091939209
5263,5,4,3,ASP,54,23144,29261,26365,411838.48232248635
5789,5,4,3,USP,55,22030,31175,28074,5842472.209501533
5789,5,4,3,ASP,54,24020,31175,28074,431966.5868295951
6316,5,4,3,USP,55,24304,34228,30848,6546823.932565746
6316,5,4,3,ASP,54,25736,34228,30848,481669.6497441131
6842,5,4,3,USP,55,24978,35512,32001,6156784.803939929
6842,5,4,3,ASP,54,26148,35512,32001,488475.01790725143
7368,5,4,3,USP,55,26774,37935,34189,6472696.336712898
7368,5,4,3,ASP,54,27474,37935,34189,540221.822787508
7894,5,4,3,USP,55,29196,41082,37079,6353381.245445936
7894,5,4,3,ASP,54,29382,41082,37079,579084.888081944
8421,5,4,3,USP,57,29738,41927,37823,12666452.062780086
8421,5,4,3,ASP,56,37914,41927,37823,596152.2111409041
8947,5,4,3,USP,57,31846,44965,40577,13059278.729266673
8947,5,4,3,ASP,56,39454,44965,40577,636119.7342491349
9473,5,4,3,USP,57,33010,46687,42127,13077862.91198479
9473,5,4,3,ASP,56,40274,46687,42127,652240.4694131106
10000,5,4,3,USP,57,34544,49052,44271,12793908.160587683
10000,5,4,3,ASP,56,41366,49052,44271,685038.7906995692
1,5,5,3,USP,26,16,19,18,1067.079709635571
1,5,5,3,ASP,25,16,19,18,533.5398548177855
527,5,5,3,USP,50,3178,4482,4036,726891.3102253312
527,5,5,3,ASP,49,3310,4482,4036,62459.26624484388
1053,5,5,3,USP,52,6350,8864,8007,2162351.9803827144
1053,5,5,3,ASP,51,6684,8864,8007,135812.83185308814
1579,5,5,3,USP,54,8886,12678,11460,3775585.508250568
1579,5,5,3,ASP,53,10546,12678,11460,178914.87057242944
2106,5,5,3,USP,54,12330,17170,15574,3299369.4599550436
2106,5,5,3,ASP,53,13234,17170,15574,252781.08108010702
2632,5,5,3,USP,54,14674,20750,18783,3122337.95488398
2632,5,5,3,ASP,53,14836,20750,18783,299562.9123210646
3158,5,5,3,USP,56,16692,23887,21592,9048643.38315216
3158,5,5,3,ASP,55,20294,23887,21592,324244.83813360165
3684,5,5,3,USP,56,19864,28045,25414,6341533.624954939
3684,5,5,3,ASP,55,22794,28045,25414,411012.7693943848
4211,5,5,3,USP,56,22134,31428,28476,11984841.236458037
4211,5,5,3,ASP,55,24422,31428,28476,443777.20717970654
4737,5,5,3,USP,56,25034,35311,32037,6438098.354794519
4737,5,5,3,ASP,55,26678,35311,32037,499773.95355220593
5263,5,5,3,USP,57,27066,38081,34571,12143455.024124969
5263,5,5,3,ASP,56,28238,38081,34571,561883.3889033406
5789,5,5,3,USP,56,29896,41885,38057,12627748.226919645
5789,5,5,3,ASP,55,30432,41885,38057,633972.8044055321
6316,5,5,3,USP,58,31406,44616,40491,24783970.298465703
6316,5,5,3,ASP,57,39540,44616,40491,656627.5155870735
6842,5,5,3,USP,58,34278,48180,43788,24709937.6347398
6842,5,5,3,ASP,57,41878,48180,43788,721990.3212618722
7368,5,5,3,USP,58,36338,51338,46633,14152802.69580412
7368,5,5,3,ASP,57,43312,51338,46633,747648.3989138663
7894,5,5,3,USP,58,39042,54853,49875,25321883.90450842
7894,5,5,3,ASP,57,45470,54853,49875,827200.1210874161
8421,5,5,3,USP,58,41678,58611,53318,21956842.230957836
8421,5,5,3,ASP,57,47476,58611,53318,878658.2851362041
8947,5,5,3,USP,59,44024,61718,56144,25061130.035963275
8947,5,5,3,ASP,58,49258,61718,56144,927780.7338169344
9473,5,5,3,USP,58,47262,66016,60104,23953056.815480404
9473,5,5,3,ASP,57,51822,66016,60104,1001356.5127748798
10000,5,5,3,USP,58,47676,67559,61440,24302936.960263714
10000,5,5,3,ASP,57,51822,67559,61440,1015755.7133762734
1,5,1,7,USP,11,0,4,3,147.17474404201
1,5,1,7,ASP,10,0,4,3,73.587372021005
527,5,1,7,USP,44,148,210,180,8500.47401030918
527,5,1,7,ASP,43,152,210,180,2312.983323593105
1053,5,1,7,USP,44,148,210,180,7787.417266112024
1053,5,1,7,ASP,43,152,210,180,2634.8982755430684
1579,5,1,7,USP,44,148,210,180,8769.529930374309
1579,5,1,7,ASP,43,152,210,180,2294.5426854392913
2106,5,1,7,USP,44,148,210,180,8806.154378540656
2106,5,1,7,ASP,43,152,210,180,2456.460376486085
2632,5,1,7,USP,44,148,210,180,8675.483142695457
2632,5,1,7,ASP,43,152,210,180,2280.378550907116
3158,5,1,7,USP,44,148,210,180,8003.625422934231
3158,5,1,7,ASP,43,152,210,180,2373.8505820860473
3684,5,1,7,USP,44,148,210,180,8202.568678262458
3684,5,1,7,ASP,43,152,210,180,2577.478019244711
4211,5,1,7,USP,44,148,210,180,8431.158163526216
4211,5,1,7,ASP,43,152,210,180,2582.214956869019
4737,5,1,7,USP,44,148,210,180,7054.259172792638
4737,5,1,7,ASP,43,152,210,180,2262.555007286498
5263,5,1,7,USP,44,148,210,180,7012.933870995214
5263,5,1,7,ASP,43,152,210,180,2254.697552079288
5789,5,1,7,USP,44,148,210,180,9050.06500865644
5789,5,1,7,ASP,43,152,210,180,2665.083912869721
6316,5,1,7,USP,44,148,210,180,8170.010186647844
6316,5,1,7,ASP,43,152,210,180,2187.979268453366
6842,5,1,7,USP,44,148,210,180,5975.3951119567355
6842,5,1,7,ASP,43,152,210,180,2493.6440753351762
7368,5,1,7,USP,44,148,210,180,7057.817492124901
7368,5,1,7,ASP,43,152,210,180,2483.947301190691
7894,5,1,7,USP,44,148,210,180,8833.543585133437
7894,5,1,7,ASP,43,152,210,180,2680.4522976794883
8421,5,1,7,USP,44,148,210,180,8264.851867638106
8421,5,1,7,ASP,43,152,210,180,2371.655001039329
8947,5,1,7,USP,44,148,210,180,8860.36479059698
8947,5,1,7,ASP,43,152,210,180,2709.0694907767393
9473,5,1,7,USP,44,148,210,180,8851.631487763207
9473,5,1,7,ASP,43,152,210,180,2394.260247456774
10000,5,1,7,USP,44,148,210,180,9016.036081629942
10000,5,1,7,ASP,43,152,210,180,2771.7849601854227
1,5,2,7,USP,17,0,5,4,45.76945940677092
1,5,2,7,ASP,16,0,5,4,22.88472970338546
527,5,2,7,USP,51,1810,2484,2248,313236.1297383267
527,5,2,7,ASP,50,1850,2484,2248,30070.676616870474
1053,5,2,7,USP,53,2792,3807,3449,482724.0845712959
1053,5,2,7,ASP,52,3100,3807,3449,48974.17929630394
1579,5,2,7,USP,53,3172,4363,3944,687163.2614257475
1579,5,2,7,ASP,52,3358,4363,3944,60342.32099514389
2106,5,2,7,USP,53,3418,4701,4247,692358.3551822241
2106,5,2,7,ASP,52,3534,4701,4247,68253.02605062081
2632,5,2,7,USP,53,3792,5184,4703,668830.5291832491
2632,5,2,7,ASP,52,3854,5184,4703,73325.68584827003
3158,5,2,7,USP,53,3838,5254,4757,767457.5144964195
3158,5,2,7,ASP,52,3868,5254,4757,77961.93458984216
3684,5,2,7,USP,55,3982,5464,4946,1568384.647700137
3684,5,2,7,ASP,54,4994,5464,4946,81034.87421529899
4211,5,2,7,USP,55,3964,5441,4924,1388800.7575718553
4211,5,2,7,ASP,54,4978,5441,4924,84598.84576410882
4737,5,2,7,USP,55,4064,5556,5034,1170705.1806832294
4737,5,2,7,ASP,54,5068,5556,5034,78604.3392610556
5263,5,2,7,USP,55,4134,5649,5121,1597475.3615419692
5263,5,2,7,ASP,54,5126,5649,5121,87273.11110817129
5789,5,2,7,USP,55,4094,5612,5082,1195612.8670223723
5789,5,2,7,ASP,54,5082,5612,5082,81818.25688959719
6316,5,2,7,USP,55,4084,5598,5069,1174229.4374712848
6316,5,2,7,ASP,54,5074,5598,5069,83127.16985335706
6842,5,2,7,USP,55,4116,5640,5108,1481145.4037257906
6842,5,2,7,ASP,54,5100,5640,5108,90190.8725186107
7368,5,2,7,USP,55,4164,5690,5157,1286005.3539835939
7368,5,2,7,ASP,54,5146,5690,5157,94117.69411785627
7894,5,2,7,USP,55,4164,5690,5157,1311440.6934698331
7894,5,2,7,ASP,54,5146,5690,5157,91179.94562857028
8421,5,2,7,USP,55,4168,5700,5165,1285795.1380076576
8421,5,2,7,ASP,54,5146,5700,5165,91042.2904842231
8947,5,2,7,USP,55,4166,5695,5161,1383798.5387113723
8947,5,2,7,ASP,54,5146,5695,5161,92110.98874146772
9473,5,2,7,USP,55,4168,5700,5165,1140878.1614394682
9473,5,2,7,ASP,54,5146,5700,5165,85736.40695120674
10000,5,2,7,USP,55,4168,5700,5165,1570808.509922537
10000,5,2,7,ASP,54,5146,5700,5165,89668.60991834571
1,5,3,7,USP,27,8,11,10,1072.718798594327
1,5,3,7,ASP,26,8,11,10,536.3593992971635
527,5,3,7,USP,53,3184,4347,3991,1026709.6959070686
527,5,3,7,ASP,52,3496,4347,3991,61354.59589580072
1053,5,3,7,USP,56,5468,7502,6889,1427184.8707638553
1053,5,3,7,ASP,55,6290,7502,6889,101925.10635642626
1579,5,3,7,USP,56,8216,11175,10312,2271660.196209497
1579,5,3,7,ASP,55,8538,11175,10312,163541.18066401273
2106,5,3,7,USP,56,9762,13218,12199,2307622.6247554757
2106,5,3,7,ASP,55,9772,13218,12199,199148.6238454801
2632,5,3,7,USP,58,11698,15778,14590,5711410.318542981
2632,5,3,7,ASP,57,13418,15778,14590,245239.49683964325
3158,5,3,7,USP,58,13500,18199,16833,4605298.17677824
3158,5,3,7,ASP,57,14864,18199,16833,277651.82624316734
3684,5,3,7,USP,58,14664,19953,18446,5041345.677879722
3684,5,3,7,ASP,57,15746,19953,18446,297678.8447169079
4211,5,3,7,USP,58,16220,21973,20325,6845151.75113225
4211,5,3,7,ASP,57,17020,21973,20325,369242.1538847499
4737,5,3,7,USP,58,17298,23459,21691,4580110.524148614
4737,5,3,7,ASP,57,17858,23459,21691,360461.9813266874
5263,5,3,7,USP,58,18876,25602,23690,7573200.669620931
5263,5,3,7,ASP,57,19148,25602,23690,388101.0037453497
5789,5,3,7,USP,58,20264,27483,25454,7598664.949595953
5789,5,3,7,ASP,57,20302,27483,25454,439503.62003706093
6316,5,3,7,USP,60,22118,29931,27736,9241973.450693995
6316,5,3,7,ASP,59,25920,29931,27736,475089.0183870948
6842,5,3,7,USP,60,22738,30822,28522,9193235.293845281
6842,5,3,7,ASP,59,26330,30822,28522,478099.9888564364
7368,5,3,7,USP,60,24778,33429,30994,11521747.071573911
7368,5,3,7,ASP,59,28100,33429,30994,521735.3230861329
7894,5,3,7,USP,60,25086,33872,31401,14225000.297749959
7894,5,3,7,ASP,59,28336,33872,31401,539030.4449954743
8421,5,3,7,USP,60,27304,36801,34143,15381932.972659715
8421,5,3,7,ASP,59,30180,36801,34143,616978.0710253863
8947,5,3,7,USP,60,27526,37218,34512,9240485.884181334
8947,5,3,7,ASP,59,30306,37218,34512,577754.4578528141
9473,5,3,7,USP,60,28924,39233,36394,16934420.51177244
9473,5,3,7,ASP,59,31438,39233,36394,640472.5929442534
10000,5,3,7,USP,60,30004,40544,37613,14725722.573358268
10000,5,3,7,ASP,59,32334,40544,37613,663593.3206068167
1,5,4,7,USP,31,10,15,14,386.7462178320648
1,5,4,7,ASP,30,10,15,14,193.3731089160324
527,5,4,7,USP,54,4252,5789,5366,2922351.5845842343
527,5,4,7,ASP,53,4430,5789,5366,95336.06062418887
1053,5,4,7,USP,57,8122,10950,10186,6339154.814174393
1053,5,4,7,ASP,56,8642,10950,10186,191651.8399015757
1579,5,4,7,USP,59,11124,15183,14113,12303079.08347239
1579,5,4,7,ASP,58,13080,15183,14113,257904.11852678366
2106,5,4,7,USP,59,14326,19272,17957,12423210.190020889
2106,5,4,7,ASP,58,15792,19272,17957,326613.9025714593
2632,5,4,7,USP,58,17456,23766,22145,9236899.532202251
2632,5,4,7,ASP,57,18310,23766,22145,383328.29544854123
3158,5,4,7,USP,59,20708,27890,26016,9448551.973875437
3158,5,4,7,ASP,58,21056,27890,26016,482121.5031730401
3684,5,4,7,USP,61,23678,32008,29844,23758176.97445688
3684,5,4,7,ASP,60,27542,32008,29844,546935.959844823
4211,5,4,7,USP,61,26292,35643,33253,25612176.98282049
4211,5,4,7,ASP,60,29704,35643,33253,635343.8464056716
4737,5,4,7,USP,61,29144,39468,36835,24422173.233258944
4737,5,4,7,ASP,60,32070,39468,36835,662578.6783229889
5263,5,4,7,USP,61,33058,44632,41691,25931459.353767954
5263,5,4,7,ASP,60,35368,44632,41691,787083.2308840455
5789,5,4,7,USP,61,34976,47241,44140,26032047.86860875
5789,5,4,7,ASP,60,36966,47241,44140,871743.4525969598
6316,5,4,7,USP,61,37120,50087,46784,26142071.862740744
6316,5,4,7,ASP,60,38706,50087,46784,869339.9211386922
6842,5,4,7,USP,61,40414,54422,50892,26123258.683305547
6842,5,4,7,ASP,60,41546,54422,50892,1020705.9119560677
7368,5,4,7,USP,60,42976,58103,54329,25455609.09120091
7368,5,4,7,ASP,59,43620,58103,54329,1020217.9411288989
7894,5,4,7,USP,61,44908,60779,56812,26135838.785046227
7894,5,4,7,ASP,60,45166,60779,56812,1104026.213469235
8421,5,4,7,USP,63,48000,64627,60468,52308704.260123774
8421,5,4,7,ASP,62,56066,64627,60468,1144304.216749058
8947,5,4,7,USP,63,49474,66593,62304,51503596.79920024
8947,5,4,7,ASP,62,57280,66593,62304,1250301.3092433228
9473,5,4,7,USP,63,52326,70696,66121,49855797.59733251
9473,5,4,7,ASP,62,59560,70696,66121,1317660.9234665781
10000,5,4,7,USP,63,55822,75160,70318,50703085.66849604
10000,5,4,7,ASP,62,62522,75160,70318,1376726.6010837152
1,5,5,7,USP,26,8,13,12,390.587964980345
1,5,5,7,ASP,25,8,13,12,195.2939824901725
527,5,5,7,USP,54,4634,6363,5921,3009290.9551228886
527,5,5,7,ASP,53,4774,6363,5921,106373.30189774046
1053,5,5,7,USP,57,10118,13504,12663,16267243.406019837
1053,5,5,7,ASP,56,10484,13504,12663,289324.7277298371
1579,5,5,7,USP,59,14368,19315,18103,25797187.935985073
1579,5,5,7,ASP,58,16040,19315,18103,394326.1659321064
2106,5,5,7,USP,59,18650,25079,23488,24697321.732907314
2106,5,5,7,ASP,58,19564,25079,23488,544608.2473140332
2632,5,5,7,USP,59,22662,30460,28562,11651700.922185168
2632,5,5,7,ASP,58,22962,30460,28562,596309.07498717
3158,5,5,7,USP,61,27486,37083,34773,72027426.55039364
3158,5,5,7,ASP,60,31058,37083,34773,731200.2977702465
3684,5,5,7,USP,61,30922,41776,39171,41938582.854751326
3684,5,5,7,ASP,60,33904,41776,39171,854779.3980066061
4211,5,5,7,USP,61,35522,47924,44973,59641250.22364265
4211,5,5,7,ASP,60,37812,47924,44973,962037.2835828972
4737,5,5,7,USP,61,40062,53964,50664,72947185.11779088
4737,5,5,7,ASP,60,41654,53964,50664,1170279.595964573
5263,5,5,7,USP,61,42960,57842,54327,51796693.745213345
5263,5,5,7,ASP,60,44122,57842,54327,1265064.536984093
5789,5,5,7,USP,61,47400,63746,59902,70525341.14954978
5789,5,5,7,ASP,60,47904,63746,59902,1350740.2635547393
6316,5,5,7,USP,62,50098,67546,63460,61013200.13953449
6316,5,5,7,ASP,61,50118,67546,63460,1400563.0234810058
6842,5,5,7,USP,63,54876,73876,69434,106696944.53033058
6842,5,5,7,ASP,62,62376,73876,69434,1544977.4913685569
7368,5,5,7,USP,63,57384,77269,72631,139395380.18922332
7368,5,5,7,ASP,62,64492,77269,72631,1638349.2008899243
7894,5,5,7,USP,63,61426,82617,77653,137218036.34392458
7894,5,5,7,ASP,62,67882,82617,77653,1739070.412524818
8421,5,5,7,USP,64,65870,88767,83495,125592303.40316622
8421,5,5,7,ASP,63,71710,88767,83495,1939662.638815719
8947,5,5,7,USP,63,70518,95137,89492,118048979.6416029
8947,5,5,7,ASP,62,75612,95137,89492,2022268.6632515246
9473,5,5,7,USP,63,73768,99114,93273,136942495.98331562
9473,5,5,7,ASP,62,78470,99114,93273,2114492.9050200046
10000,5,5,7,USP,63,76962,103780,97638,136697164.75741452
10000,5,5,7,ASP,62,81062,103780,97638,2237088.23693582
1,5,1,15,USP,11,0,4,3,184.74319901571687
1,5,1,15,ASP,10,0,4,3,92.37159950785843
527,5,1,15,USP,51,228,300,270,12759.451856020265
527,5,1,15,ASP,50,232,300,270,3072.991277437861
1053,5,1,15,USP,51,228,300,270,10551.277515507934
1053,5,1,15,ASP,50,232,300,270,3002.4367708273903
1579,5,1,15,USP,51,228,300,270,12699.860799210339
1579,5,1,15,ASP,50,232,300,270,2522.2851430247706
2106,5,1,15,USP,51,228,300,270,11706.943921798167
2106,5,1,15,ASP,50,232,300,270,3268.9662797662663
2632,5,1,15,USP,51,228,300,270,11694.766897009427
2632,5,1,15,ASP,50,232,300,270,3054.000413338717
3158,5,1,15,USP,51,228,300,270,11762.64832951284
3158,5,1,15,ASP,50,232,300,270,3256.3089499014536
3684,5,1,15,USP,51,228,300,270,11238.893518865081
3684,5,1,15,ASP,50,232,300,270,3040.27727280926
4211,5,1,15,USP,51,228,300,270,12165.17722939088
4211,5,1,15,ASP,50,232,300,270,3242.8644339751454
4737,5,1,15,USP,51,228,300,270,12038.617993839447
4737,5,1,15,ASP,50,232,300,270,3247.116191562639
5263,5,1,15,USP,51,228,300,270,11134.574238346686
5263,5,1,15,ASP,50,232,300,270,3036.2683607062972
5789,5,1,15,USP,51,228,300,270,11594.613409318823
5789,5,1,15,ASP,50,232,300,270,2510.579082567859
6316,5,1,15,USP,51,228,300,270,11830.796751428355
6316,5,1,15,ASP,50,232,300,270,2846.0779678247573
6842,5,1,15,USP,51,228,300,270,12725.112290341034
6842,5,1,15,ASP,50,232,300,270,2957.3016317760735
7368,5,1,15,USP,51,228,300,270,6870.17572475578
7368,5,1,15,ASP,50,232,300,270,2287.4566930002147
7894,5,1,15,USP,51,228,300,270,12422.114169527744
7894,5,1,15,ASP,50,232,300,270,2943.791247564039
8421,5,1,15,USP,51,228,300,270,9835.948134242917
8421,5,1,15,ASP,50,232,300,270,3079.096975876387
8947,5,1,15,USP,51,228,300,270,9781.410214189447
8947,5,1,15,ASP,50,232,300,270,2662.3567977548396
9473,5,1,15,USP,51,228,300,270,9363.406750346925
9473,5,1,15,ASP,50,232,300,270,2469.5256623940113
10000,5,1,15,USP,51,228,300,270,12030.463904779725
10000,5,1,15,ASP,50,232,300,270,2772.013694266142
1,5,2,15,USP,34,34,41,40,1128.6961104614888
1,5,2,15,ASP,33,34,41,40,564.3480552307444
527,5,2,15,USP,58,3208,4045,3808,408626.23049546045
527,5,2,15,ASP,57,3246,4045,3808,56013.757845171305
1053,5,2,15,USP,60,4252,5435,5092,914980.7562733372
1053,5,2,15,ASP,59,4590,5435,5092,72394.93167218442
1579,5,2,15,USP,60,5170,6595,6188,1269400.5050047936
1579,5,2,15,ASP,59,5380,6595,6188,87495.82302884599
2106,5,2,15,USP,60,5756,7340,6885,1261519.4309797965
